6.108294963836669922e+00,-2.018764686584472656e+01
3.677037954330444336e+00,-1.438386344909667969e+01
4.284549236297607422e+00,-1.547235012054443359e+01
3.455269575119018555e+00,-1.484152317047119141e+01
4.681942462921142578e+00,-1.612479209899902344e+01
1.809160590171813965e+00,-9.887004852294921875e+00
4.763388156890869141e+00,-1.701554679870605469e+01
5.698271751403808594e+00,-1.863746070861816406e+01
5.276661396026611328e+00,-1.779556846618652344e+01
3.027032613754272461e+00,-1.337480163574218750e+01
3.643613100051879883e+00,-1.397942543029785156e+01
4.423081874847412109e+00,-1.602434539794921875e+01
3.109125852584838867e+00,-1.514256477355957031e+01
5.393009185791015625e+00,-1.898589324951171875e+01
4.720433235168457031e+00,-1.655067253112792969e+01
4.167057514190673828e+00,-1.533851146697998047e+01
2.098229169845581055e+00,-1.100829315185546875e+01
5.787512302398681641e+00,-1.870591735839843750e+01
4.946064472198486328e+00,-1.657642745971679688e+01
4.519605159759521484e+00,-1.694990921020507812e+01
4.805284023284912109e+00,-1.687551879882812500e+01
5.246766567230224609e+00,-1.766973114013671875e+01
3.970677614212036133e+00,-1.486596488952636719e+01
5.530119895935058594e+00,-1.909174728393554688e+01
4.344246864318847656e+00,-1.652111244201660156e+01
4.802088737487792969e+00,-1.741934204101562500e+01
5.456070423126220703e+00,-1.866496086120605469e+01
3.320842981338500977e+00,-1.331589317321777344e+01
4.625245571136474609e+00,-1.617815017700195312e+01
5.267305374145507812e+00,-1.797012710571289062e+01
2.322952032089233398e+00,-1.228221225738525391e+01
3.208983182907104492e+00,-1.347208309173583984e+01
3.455672502517700195e+00,-1.423736667633056641e+01
1.555429816246032715e+00,-8.591113090515136719e+00
2.438812017440795898e+00,-1.204867076873779297e+01
4.403101444244384766e+00,-1.690105438232421875e+01
4.181003570556640625e+00,-1.631541633605957031e+01
4.550756931304931641e+00,-1.604249954223632812e+01
4.442194461822509766e+00,-1.615414619445800781e+01
3.461727857589721680e+00,-1.397379493713378906e+01
4.179052352905273438e+00,-1.548133850097656250e+01
2.929396390914916992e+00,-1.297440910339355469e+01
5.154895305633544922e+00,-1.825190734863281250e+01
5.921121120452880859e+00,-1.914028167724609375e+01
4.197035312652587891e+00,-1.525455856323242188e+01
2.886332988739013672e+00,-1.283983135223388672e+01
3.906290769577026367e+00,-1.477485084533691406e+01
3.933952093124389648e+00,-1.531404113769531250e+01
3.736952304840087891e+00,-1.424995517730712891e+01
5.482761859893798828e+00,-1.788345527648925781e+01
1.416106820106506348e+00,-7.921971797943115234e+00
5.499090194702148438e+00,-1.891171646118164062e+01
3.711201190948486328e+00,-1.367915534973144531e+01
4.636236667633056641e+00,-1.723666191101074219e+01
4.034984111785888672e+00,-1.542486667633056641e+01
5.193514823913574219e+00,-1.754177284240722656e+01
4.548455238342285156e+00,-1.637768936157226562e+01
4.687500000000000000e+00,-1.711296844482421875e+01
4.959494113922119141e+00,-1.805528450012207031e+01
6.014624595642089844e+00,-1.785744094848632812e+01
3.028787851333618164e+00,-1.224190902709960938e+01
2.118246555328369141e+00,-1.034939384460449219e+01
3.993268251419067383e+00,-1.603163528442382812e+01
5.681500434875488281e+00,-1.836768913269042969e+01
1.835392236709594727e+00,-1.005588245391845703e+01
4.720238208770751953e+00,-1.766085243225097656e+01
4.012187004089355469e+00,-1.403101062774658203e+01
5.750981330871582031e+00,-1.955560111999511719e+01
4.808887481689453125e+00,-1.567316627502441406e+01
4.498939990997314453e+00,-1.675890159606933594e+01
2.029415369033813477e+00,-1.086625003814697266e+01
5.497453212738037109e+00,-1.813356399536132812e+01
3.999859094619750977e+00,-1.537764453887939453e+01
4.640887737274169922e+00,-1.679704666137695312e+01
4.482625961303710938e+00,-1.538717555999755859e+01
2.562534570693969727e+00,-1.169560241699218750e+01
5.614865779876708984e+00,-1.843256950378417969e+01
4.424549102783203125e+00,-1.577055644989013672e+01
4.710081100463867188e+00,-1.726128959655761719e+01
